id	display	issn
AK01227897	Kleine Axt : Nachrichten aus dem Widerstand : [Literarische Internet-Zeitschrift]	2192-7634
AK01227937	Interkulturelle Begegnungen : Studien zum Literatur- und Kulturtransfer	2195-1160
AK01227963	Jewish currents	0021-6399
AK01227968	Kirke og kultur	0023-186X
AK01227969	Nobilis : Lebensart aus Hannover	1437-6237
AK01227993	Philological quarterly : PQ	0031-7977
AK01227996	Measure : a critical journal	0543-1956
AK01228015	Nuova corrente : rivista di letteratura e filosofia	0029-6155
AK01228028	[Capital <Hamburg>] Capital	0008-5847
AK01228032	Choix d'auteurs contemporains et classiques	0017-5412
AK01228041	Handelingen	0774-2959
AK01228047	La revue des voyages	1142-5229
AK01228068	The Hudson review : a magazine of literature and the arts	0018-702X
AK01228083	Schweizer Journal : ill. Monatsschr. über schweizer. Leben, Denken u. Schaffen	0036-7370
AK01228144	Literatur und Medien	1867-7479
AK01228146	Romanische Forschungen : Vierteljahrsschrift für romanische Sprachen und Literaturen	0035-8126
AK01228156	Samtiden : tidsskrift for politikk, litteratur og samfundssporsmål	0036-3928
AK01228158	Scandinavian studies : publications of the Society for the Advancement of Scandinavian Study	0036-5637
AK01228164	Theologia viatorum : Jahrbuch der Kirchlichen Hochschule Berlin	0342-4235
AK01228174	Schulpraxis : Zeitschr. d. Bernischen Lehrervereins	0258-9915
AK01228175	Nova et vetera : revue trimestrielle	0029-5027
AK01228178	Revue des études slaves	0080-2557
AK01228184	Schweizerische Zeitschrift für Psychologie und ihre Anwendungen	0036-7869
AK01228233	[Oulun Yliopiston oppimateriaalia / B] Oulun Yliopiston oppimateriaalia	1457-3520
AK01228266	Schriften zur Kulturgeschichte	1862-7277
AK01228283	"""Verkehr mit Gespenstern"" : Gothic und Moderne bei Franz Kafka : [Hochschulschrift]"	1863-9585
AK01228297	"Vie, art, cité : revue ""Suisse romande"""	1424-5876
AK01228299	Zeitschrift für systematische Theologie	0179-6135
AK01228302	Yale French studies : YFS	0044-0078
AK01228304	Zeitschrift für psycho-somatische Medizin	0375-5355
AK01228307	Schlesische Grenzgänger	1867-6847
AK01228511	Bibliographischer Short-Story-Index : Erzählungen, Novellen, Geschichten, Kurzprosa : [Bibliographie]	1865-7079
AK01228580	De gids : algemeen cultureel maandblad	0016-9730
AK01229107	The Sewanee review : a quarterly journal	0037-3052
AK01229108	Verve : revue artistique et littéraire	1145-8720
AK01229109	France illustration : le monde illustré	0996-2336
AK01229109	France illustration : le monde illustré	0996-2301
AK01229322	Kultur- und sozialwissenschaftliche Studien = Studies in cultural and social scienes	1866-6884
AK01229999	Ibero-amerikanisches Jahrbuch für Germanistik : iajg	1865-5319
AK01230163	Statistik von Baden-Württemberg	0408-1714
AK01230291	Humanidades	0101-9470
AK01230291	Humanidades	0102-9479
AK01230382	Behörden-Verzeichnis Baden-Württemberg : zsgest. nach amtl. Unterlagen d. staatl. u. kommunalen Behörden	0342-9652
AK01230607	Quaderni della Biblioteca Nazionale Centrale di Roma	1723-9222
AK01230644	Klostermann Rote Reihe	1865-7095
AK01230644	Klostermann Rote Reihe	1612-4545
AK01230699	Schweizer Monat : die Autorenzeitschrift für Politik, Wirtschaft und Kultur	0036-7400
AK01232037	Die Kreolin : Opéra-comique in drei Akten. - 1. Einführender Text von Karl Kraus aus der Fackel. Librettotext des 1. Aktes	1436-459X
AK01232038	Die Kreolin : Opéra-comique in drei Akten. - 2. Librettotext des 2. Aktes	1436-459X
AK01232041	Die Kreolin : Opéra-comique in drei Akten. - 3. Librettotext des 3. Aktes. Anmerkungen zum Libretto. Editorisches Nachwort	1436-459X
AK01232403	Didaktik Deutsch : Halbjahresschrift für die Didaktik der deutschen Sprache und Literatur ; Mitteilungsorgan des Symposions Deutschdidaktik e.V ; Debatte, Forschungsbeiträge, Berichte und Ankündigungen, Rezensionen und Neuerscheinungen	1431-4355
AK01232677	Mitteilungen und Veröffentlichungen zum Vermessungswesen aus den Themenbereichen Geodäsie, Geoinformation und Landmanagement	0940-2942
AK01233186	[Suomalaisen Tiedeakatemian toimituksia / Humaniora] Humaniora	1239-6982
AK01233331	Niederdeutsche Beiträge zur Kunstgeschichte	0078-0537
AK01233405	In situ : Zeitschrift für Architekturgeschichte	1866-959X
AK01234323	Literarischer Monat : das Schweizer Literaturmagazin	2235-0535
AK01234329	Informationen des Arbeitskreises für Jugendliteratur	0175-6621
AK01234832	Booklets CJ	0214-6509
AK01234883	Topos : internationale Beiträge zur dialektischen Theorie	0943-1810
AK01235564	Öffentlichkeit und Geschichte	1865-3359
AK01236011	Im Medium fremder Sprachen und Kulturen	0721-3301
AK01236030	Zeitschrift des Bayerischen Statistischen Landesamts	0005-7215
AK01236472	Knittlinger Doktor-Faust-Archiv	0452-1366
AK01236538	Archiv für Musikwissenschaft : AfMw	0003-9292
AK01236540	Bayerisches Jahrbuch für Volkskunde	0067-4729
AK01236837	Greifswald-Stralsunder Jahrbuch	0434-6572
AK01236904	Schriftenreihe Schriften zur Kunstgeschichte	1617-8610
AK01236928	Ungarndeutsches Archiv : Schriften zur Sprache, Literatur, Kultur und Geschichte der Deutschen in Ungarn	1418-1959
AK01236936	Verzeichnis deutscher Informations- und Dokumentationsstellen : Bundesrepublik Deutschland u. Berlin (West)	0344-3647
AK01237006	Periodical title abbreviations : covering periodical title abbreviations, database abbreviations, and selected monograph abbreviations in science, the social sciences, the humanities, law, medicine, religion, library science, engineering, education, business, art, and many other fields	0737-7843
AK01237057	Report	0148-7787
AK01237187	Jahrbuch für germanistische Sprachgeschichte : GGSG ; Perspektiven der germanistischen Sprachgeschichtsforschung	1869-7038
AK01237478	[Lier en boog / Studies] Lier en boog	0169-0329
AK01237537	Die Mark Brandenburg : Zeitschrift für die Mark und das Land Brandenburg	0939-3676
AK01237898	Driesch : Zeitschrift für Literatur & Kultur : [Textsammlung (Anthologie u.a.m.)]	2078-6433
AK01238376	Werkstatt : Arbeitspapiere zur germanistischen Sprach- und Literaturwissenschaft	1585-3667
AK01238376	Werkstatt : Arbeitspapiere zur germanistischen Sprach- und Literaturwissenschaft	1585-7948
AK01238640	Humanités	1254-9991
AK01238683	Dresdner Monatsblätter : Rundbrief d. Dresdner Heimatfreunde in Westdeutschland	0012-6101
AK01239010	Der Greif	2191-4524
AK01239015	Tentakel : Literaturmagazin : Literatur aus OWL	2191-690X
AK01239021	Književnost	0023-2408
AK01239429	Scienze umane & grafologia	1128-7950
AK01239757	Kalender für das Klever Land : auf d. Jahr ...	0174-0520
AK01239766	Translation : the journal of literary translation	0093-9307
AK01239794	Libri pretiosi : Mitteilungen der Bibliophilen Gesellschaft Trier e.V.	1437-6067
AK01240170	Frauenjahrbuch ... Bodensee, Oberschwaben	0175-8357
AK01240197	Hannoversche Geschichtsblätter	0342-1104
AK01240262	Studien des Forschungsverbundes SED-Staat an der Freien Universität Berlin	0946-9052
AK01241559	Reference sources for the social sciences and humanities	0730-3335
AK01241608	Der Autographensammler : eine monatl. erscheinende Katalogfolge d. Hauses J.A. Stargardt, Antiquariat	0067-2440
AK01241612	Dresdener Kunstblätter : Vierteljahresschrift der Staatlichen Kunstsammlungen Dresden	0418-0615
AK01241674	WortMosaik	2190-4332
AK01241679	Metamorphoses : M ; the journal of the five college faculty seminar on literary translation : [Textsammlung (Anthologie u.a.m.)]	1068-7831
AK01241683	Vallum : contemporary poetry : [Textsammlung (Anthologie u.a.m.)]	1496-5178
AK01241790	Modern poetry in translation : MPT	0026-8291
AK01241790	Modern poetry in translation : MPT	0969-3572
AK01241805	Poésie première : revue poétique et littéraire	1259-4407
AK01241809	Atlanta review : AR	1073-9696
AK01241812	Schriften zur Ideen- und Wissenschaftsgeschichte	1864-4112
AK01241821	Other poetry : [Textsammlung (Anthologie u.a.m.)]	0144-5847
AK01241840	Artful dodge	0196-691X
AK01241854	Sirena : poesia, arte y critica	1548-6400
AK01241948	Praxis des neusprachlichen Unterrichts	0032-7085
AK01241953	Athenæum Illustre : kwartaalschrift van de Universiteit van Amsterdam	1381-6462
AK01242016	Jahrbuch der Ranke-Gesellschaft : Konferenz der Ranke-Gesellschaft, Vereinigung für Geschichte im Öffentlichen Leben	0486-0039
AK01242070	Freiburger Rundbrief : Zeitschrift für christlich-jüdische Begegnung	0344-1385
AK01242143	Ninth decade	0264-6773
AK01242211	ARD-Fernsehspiel	0932-0148
AK01242213	Short Story International : SSI ; tales by the world's great contemporary writers presented unabridged : [Textsammlung (Anthologie u.a.m.)]	0147-7706
AK01242216	Les cahiers de Pandora : regards sur les cultures européennes	0244-3929
AK01242227	Polymja : litaraturna-mastacki i hramadska-palityčny časopis pis'mennikau Belarusi	0130-8068
AK01242235	Hommes et mondes	0994-5873
AK01242279	Atme! : Streitschrift für Literatur	1811-3516
AK01242284	Annual lecture	0269-8560
AK01242436	Nordmährisches Heimatbuch	0546-305X
AK01242464	[Hiroshima-Daigaku-Daigakuin-Sogo-Kagaku-Kenkyuka-kiyo / Bunmei-kagaku-kenky¯u] Hiroshima-Daigaku-Daigakuin-Sogo-Kagaku-Kenkyuka-kiyo = Bulletin of the Graduate School of Integrated Arts and Sciences, Hiroshima University	1881-770x
AK01242556	Beiträge der Paul-Gerhardt-Gesellschaft	1862-6084
AK01242915	Pester Lloyd : die deutschsprachige Zeitung Ungarns	1217-9663
AK01243058	Vasudha : Nepal's foremost monthly	0042-2878
AK01243087	[Wissenschaftliche Beiträge aus dem Tectum-Verlag / Reihe Philosophie] Wissenschaftliche Beiträge aus dem Tectum-Verlag	1861-6844
AK01243103	The yearbook of comparative literature	1925-5764
AK01243859	hörBücher : das unabhängige Literatur- & Hörbuch-Magazin	1866-3710
AK01244218	Publishers' international ISBN directory	0939-1975
AK01244529	Cahiers des Amis de Valéry Larbaud	0301-8776
AK01244544	Das gefrorene Meer : Zeitschrift für Literatur.international	1864-4848
AK01244555	La mer gelée : création, critique, traduction, devenirs animaux : [Übersetzung deutschspr. Literatur]	1772-0613
AK01244722	Almanach für den Kreis Neuss	0724-5726
AK01244743	Elixiere : germanistische Studierenden-Zeitschrift	1734-7475
AK01244872	Sondersprachenforschung	1430-0214
AK01244906	Odyssey review : a quarterly of modern Latin American and European literature in English translation : [Textsammlung (Anthologie u.a.m.)]	0473-789X
AK01244930	Cahiers Saint-John Perse	0181-7779
AK01244987	Die Leistung : illustrierte Zeitschrift für die Wirtschaft	0024-0702
AK01245359	Levende gedachten	0047-4444
AK01245900	Zapis : poezja, proza, eseje, felietony	0140-7821
AK01245993	Recherches d'histoire et de sciences sociales	0249-5619
AK01246504	Leçons inaugurales du Collège de France	0294-0310
AK01246650	Evangelischer Film-Beobachter : EFB ; Fernseh-Umschau	0014-3545
AK01246738	Studien zur europäischen Rechtsgeschichte : Veröffentlichungen des Max-Planck-Instituts für Europäische Rechtsgeschichte Frankfurt am Main	1610-6040
AK01246738	Studien zur europäischen Rechtsgeschichte : Veröffentlichungen des Max-Planck-Instituts für Europäische Rechtsgeschichte Frankfurt am Main	0175-6532
AK01246761	Studies on the Soviet Union	0039-386x
AK01246780	Kölner Domblatt : Jahrbuch d. Zentral-Dombauvereins	0450-6413
AK01246807	Schriften zur Verfassungsgeschichte	0582-0553
AK01246812	Schriften zum öffentlichen Recht	0582-0200
AK01246853	Französische Bibliothek	2568-6917
AK01246918	Res publica : Beiträge zum öffentlichen Recht	0486-4727
AK01247252	Jahrbuch der Psychoanalyse : Beiträge zur Theorie, Praxis und Geschichte	0075-2363
AK01247315	Mysteries : kontrovers, geheimnisvoll, verblüffend	1660-4377
AK01247354	Der neue Fischer-Weltalmanach : Zahlen, Daten, Fakten	0430-5973
AK01247359	Germanistische Literaturwissenschaft	2195-0997
AK01247390	[Veröffentlichungen der Zentralbibliothek Solothurn / Kleine Reihe] Veröffentlichungen der Zentralbibliothek Solothurn	2235-0241
AK01247441	Les annales de l'Academie d'Alsace	0988-9205
AK01247453	Grisebach : Kunst, Menschen, Werte ; das Journal : [Antiquariats-, Auktionskatalog]	2627-8227
AK01247745	Schweizerisches Rotes Kreuz	1015-681X
AK01247749	Materialien zum Bericht zur Lage der Nation im geteilten Deutschland : Unterrichtung durch die Bundesregierung	0722-8333
AK01247771	Journal of linguistic and intercultural education : JoLie	2065-6599
AK01247859	L' espresso : settimanale di politica, cultura, economia	0423-4243
AK01247992	Schriften zum deutschen und europäischen Zivil-, Handels- und Prozeßrecht	0558-9118
AK01248023	[Der Staat <Berlin> / Beiheft] Beiheft : Zeitschrift für Staatslehre und Verfassungsgeschichte, deutsches und europäisches öffentliches Recht	0720-6828
AK01248119	Jahresbericht des Vereins für Heimatgeschichte, Sitz Ober-Ramstadt	0723-5585
AK01248203	Veröffentlichung der Stiftung Kulturkreis 2000	0931-640X
AK01248204	[Veröffentlichungen der Stiftung Kulturkreis 2000 / Reihe Forum] Reihe Forum	0931-6213
AK01248366	Richtungsding : Zeitschrift für Gegenwartsliteratur	2192-4082
AK01248382	Trashpool : Zeitschrift für Literatur & Kunst	2191-7957
AK01248649	[Wissenschaftliche Zeitschrift der Universität Rostock / Gesellschafts- und sprachwissenschaftliche Reihe] Wissenschaftliche Zeitschrift der Wilhelm-Pieck-Universität Rostock	0323-4630
AK01248830	Cross currents : the journal of the Association for Religion and Intellectual Life	0011-1953
AK01248856	[Hautnah <München> / Dermatologie] Hautnah	0930-7109
AK01248856	[Hautnah <München> / Dermatologie] Hautnah	0938-0221
AK01248866	OSO-Hefte : Berichte aus d. Odenwaldschule	1864-7499
AK01248964	[Studio <London>] Studio : international art	0963-5092
AK01249255	Leçon terminale	1241-3690
AK01250111	Bawülon : süddeutsche Matrix für Literatur und Kunst	2192-3809
AK01250292	Bemühungen zur Beförderung der Critik und des guten Geschmacks	1866-2684
AK01250429	La revue de la BNU	2109-2761
AK01251477	Estrikken : teksten en stúdzjes op it mêd fan de Fryske taal en skriftekennisse	0921-7657
AK01252403	Commonweal : a review of public affairs, literature and the arts	0010-3330
AK01252435	The Antioch review	0003-5769
AK01252451	Syntaxis : literatura, arte, critica	0212-4122
AK01252459	The Georgia review	0016-8386
AK01252920	Praktische Theologie in Geschichte und Gegenwart	1862-8958
AK01252981	Atme! : Streitschrift für Literatur	1811-3516
AK01253001	Atme! : Streitschrift für Literatur	1811-3516
AK01253466	Sitzungsberichte der Sächsischen Akademie der Wissenschaften zu Leipzig, Mathematisch-Naturwissenschaftliche Klasse	0371-327X
AK01253466	Sitzungsberichte der Sächsischen Akademie der Wissenschaften zu Leipzig, Mathematisch-Naturwissenschaftliche Klasse	0080-5270
AK01253758	Deutschland und seine Nachbarn : Forum für Kultur und Politik	0939-0383
AK01253913	Kultura : szkice, opowiadania, sprawozdania = La Culture	0023-5148
AK01253919	The Gamut : a journal of ideas and information	0275-0589
AK01254044	Ho kyklos : phylla tu logu kai t¯es technes	1790-5370
AK01254261	Russkij mir : prostranstvo i vremja russkoj kul'tury ; al'manach	2072-9456
AK01254307	Konfiguracje : studia z zakresu językoznawstwa i literatury	1428-4847
AK01254933	Indice de artes y letras	0212-5307
AK01254933	Indice de artes y letras	0212-5277
AK01254997	Forum : mjesečnik Razreda za Knjizežnost Hrvatske Akademije Znanosti i Umjetnosti	0015-8445
AK01255152	Arcade	0570-6017
AK01255156	Auf : eine Frauenzeitschrift	1810-0244
AK01255269	Cahiers de leçons de choses : une revue d'arts & de littératures	0241-3728
AK01255316	Caviar : Überdosis Wirklichkeit	0724-9349
AK01255365	Comixene : Fachmagazin Comic + Cartoon	0174-2205
AK01255365	Comixene : Fachmagazin Comic + Cartoon	0948-4523
AK01255432	[MS-Lyrik Prosa / Presseheft] MS-Lyrik Prosa : Materialien	0721-7986
AK01255433	[MS-Lyrik Prosa / Presseartikel und Informationen über die Münsteraner Autorengruppe] MS-Lyrik Prosa : Materialien	0721-7986
AK01255489	Hologramm	0721-8583
AK01255510	Schinderhannes : alternative Zeitung aus der Subkultur	0723-1938
AK01255566	Humus	0720-0021
AK01255713	Lalü lalü : die flinke Illustrierte	0173-8623
AK01255828	Niespulver	0720-6542
AK01255859	Hannover extra : Flohmarkt-Journal	0720-6569
AK01255882	Taschentiger : literarisches Antiperiodicum	1867-8432
AK01256295	Limen : mehrsprachige Zeitschrift für zeitgenössische Dichtung : [Textsammlung (Anthologie u.a.m.)]	2193-147X
AK01256499	Vingtième siècle : revue d'histoire	0294-1759
AK01256554	Tirol / Heimatwerbung-Tirol	0040-8107
AK01256870	Cités : philosophie, politique, histoire	1299-5495
AK01256894	Bücherei aktuell	1863-9852
AK01256924	The New Renaissance : a magazine of ideas and opinions, emphasizings literature and the arts	0028-6575
AK01256943	Two lines : a journal of translation	1525-5204
AK01256952	Tsafon : revue d'études juives du Nord	1149-6630
AK01256961	The North American review	0029-2397
AK01256968	Ural : ežemesjačnyj literaturno-chudožestvennyj i publicističeskij žurnal	0130-5409
AK01257132	Sources : travaux historiques	0765-0124
AK01257682	Graswurzelrevolution : GWR ; für eine gewaltfreie, herrschaftslose Gesellschaft	0344-2683
AK01257938	Ayer : revista de historia contemporánea	1134-2277
AK01257990	IABLIS : Jahrbuch für europäische Prozesse	1610-6261
AK01258217	Instant	0174-6944
AK01258236	Literamus Trier	0944-4343
AK01258464	Rollercoaster : Zeitschrift für Philosophie und Literatur	1436-784X
AK01258472	Haller	1869-4624
AK01258475	Folio	1420-5262
AK01258578	The Columbia forum : published quarterly	0010-1907
AK01259112	The Antigonish review	0003-5661
AK01259234	[Mainzer Perspektiven / Aus der Geschichte des Bistums] Aus der Geschichte des Bistums	1434-2774
AK01259337	[Neue Sammlung / Sonderheft] Sonderheft : Göttinger Zeitschrift für Erziehung und Gesellschaft	0470-7915
AK01259378	Jyväskylä studies in education, psychology and social research	0075-4625
AK01259481	International studies in religion and society	1573-4293
AK01259533	[Epilog / 2] Epilog	2190-9133
AK01259959	Augusta : Wolfenbütteler Bibliotheks-Informationen	0931-4032
AK01260354	Bananas : the literary magazine	0308-3381
AK01260386	Inscape	0020-1782
AK01260399	Donna, woman, femme	0393-9014
AK01260408	Archipelag : miesięcznik kulturalno-polityczny	0176-9820
AK01260455	[Veröffentlichungen des Instituts für Germanistik an der Universität Debrecen / Studienmaterialien] Veröffentlichungen des Instituts für Germanistik an der Universität Debrecen	1585-7948
AK01260455	[Veröffentlichungen des Instituts für Germanistik an der Universität Debrecen / Studienmaterialien] Veröffentlichungen des Instituts für Germanistik an der Universität Debrecen	1586-829X
AK01260458	Beiträge zum ... Sinclair-Haus-Gespräch	1438-7875
AK01260485	Bamberger Studien zu Literatur, Kultur und Medien	2192-7901
AK01260528	Camp de l'arpa : revista de literatura	0210-3214
AK01260819	Krakauer Studien zur germanistischen Literatur- und Kulturwissenschaft	2081-6065
AK01260829	Dramat - teatr	0239-6661
AK01260894	La lettre de la maison des écrivains	1950-8387
AK01260894	La lettre de la maison des écrivains	1151-2288
AK01260923	MitOst-Magazin	1610-6598
AK01260938	Słowo żydowskie	0867-8421
AK01261035	Philosophische Rundschau / Beiheft	0554-0828
AK01261177	Baden-Badener Tribüne : mit Programm für 14 Tage u. Informationen	0005-3716
AK01261401	[Heiliger Dienst <Salzburg>] Heiliger Dienst : Vierteljahresschrift	0017-9620
AK01261406	Hirschberg	1432-8305
AK01261408	Montessori-Werkbrief	0722-2513
AK01261416	Science and freedom : a bulletin of the Committee on Science and Freedom	0582-1940
AK01261420	Theologisches : katholische Monatsschrift	1612-6165
AK01261641	Der Städtetag : Zeitschrift für kommunale Politik und Praxis	0038-9048
AK01261837	Kulturelle Überlieferung - digital	2193-1259
AK01262167	Sitzungsberichte der Preussischen Akademie der Wissenschaften, Philosophisch-Historische Klasse	0933-8152
AK01262418	Literatur, Kultur, Theorie	1869-9030
AK01262655	Werkprofile : Philosophen und Literaten des 17. und 18. Jahrhunderts	2199-4811
AK01262940	Wort : Zeitschrift für das aktuelle Literaturschaffen im ZSV	2235-2309
AK01262950	Begegnungen : Zeitschrift des Verbandes der Deutschlehrer und Germanisten der Slowakei	1335-2636
AK01263433	Jahresgabe	1423-775X
AK01263671	EST-Datei (Einheitssachtiteldatei) des Deutschen Musikarchivs	0933-3568
AK01264279	Series philosophy & politics	1376-0920
AK01264395	OderÜbersetzen: deutsch-polnisches Übersetzungsjahrbuch	2081-7835
AK01264441	Brud nevez : kelaouenn vrezoneg daouvizieg	0339-7014
AK01264465	Pro oriente : Schriftenreihe der Kommission für Südosteuropäische Geschichte	1437-367X
AK01264596	Neue soziale Bewegungen : Forschungsjournal	0933-9361
AK01264887	Studien zur Germanistik, Skandinavistik und Übersetzungskultur	2192-3310
AK01264911	L' Europe plurielle	1376-0904
AK01265016	Neues Archiv für Niedersachsen : Zeitschrift für Stadt-, Regional- und Landesentwicklung	0342-1511
AK01265032	[Bundesanzeiger / Beilage] Bundesanzeiger / Bundesrepublik Deutschland	0344-7731
AK01265032	[Bundesanzeiger / Beilage] Bundesanzeiger / Bundesrepublik Deutschland	0431-509x
AK01265197	Drecksack : lesbare Zeitschrift für Literatur	2195-4410
AK01265290	[Retrospektiven in Sachen Bildung / 7] Retrospektiven in Sachen Bildung	1019-2379
AK01265830	Studia politica Jyväskyläensia	0786-2245
AK01265902	Books from the Finnish Political Science Association	0785-1928
AK01266325	La découverte-poche	1767-2104
AK01266325	La découverte-poche	1272-1506
AK01266325	La découverte-poche	1272-1522
AK01266325	La découverte-poche	1272-1514
AK01266325	La découverte-poche	1272-1492
AK01266844	Leipziger Beiträge zur Revolutionsforschung : Lehrheft	0323-6714
AK01267074	[Helsingin Yliopiston Yleisen Valtio-Opin Laitoksen tutkimuksia / A] Helsingin Yliopiston Yleisen Valtio-Opin Laitoksen tutkimuksia	0357-0150
AK01267078	Commentationes scientiarum socialium	0355-256X
AK01267289	Concordia	2511-4492
AK01267377	Studii clasice	0081-8844
AK01267957	Uitgelezen boeken : katern voor boekverkopers en boekenkopers	1380-9628
AK01268001	Sprachwissenschaft	1862-6149
AK01268071	Froh! : Magazin für die schönen Tage des Jahres	1869-1528
AK01269557	Das Lindenblatt : Jahresschrift für Schöne Literatur : [Textsammlung (Anthologie u.a.m.)]	2194-8488
AK01269724	Lebendige Erziehung	0343-1134
AK01269742	[Werk und Zeit <Frankfurt, Main>] Werk und Zeit : Zeitschrift des Deutschen Werkbundes	0049-7150
AK01269977	Kunst und Jugend	0451-081X
AK01270734	Gedanken zur Zukunft	1615-8008
AK01271508	Das Zeichen : Zeitschrift für Sprache und Kultur Gehörloser	0932-4747
AK01272357	[Acta Universitatis Carolinae / Philosophica et historica / Monographia] Acta Universitatis Carolinae. Philosophica et historica	0567-8307
AK01273975	Krisis : revue d'idées et de débats	0994-2440
AK01273977	Kritik : tidsskrift for litteratur, forskning, undervisning	0454-5354
AK01274184	Dianoia : rivista del Dipartimento di Filosofia	1125-1514
AK01275409	Mitteilungen	0174-0296
AK01275409	Mitteilungen	0174-030X
AK01277006	Soziale Forschung und Praxis	0340-7217
AK01277009	University of Southern Denmark studies in history and social sciences	1602-5962
AK01277123	Heimat am Hoch-Rhein : Jahrbuch d. Landkreises Waldshut	0930-1283
AK01277136	Studien zur Kulturkunde	0170-3544
AK01277681	Analecta Gregoriana : AG	0066-1376
AK01277802	Gesellschaft und Wissenschaft	0340-6865
AK01278170	Civilisations et sociétés	0069-4290
AK01278188	Fundamentals of pure and applied economics	0191-1708
AK01278188	Fundamentals of pure and applied economics	0883-2366
AK01278263	Bücher-Magazin : das unabhängige Literatur- & Hörbuch-Magazin	1860-8191
AK01278306	[Tradition <Frankfurt, Main> / Beiheft] Beiheft : Zeitschrift für Firmengeschichte und Unternehmerbiographie	0342-4189
AK01278306	[Tradition <Frankfurt, Main> / Beiheft] Beiheft : Zeitschrift für Firmengeschichte und Unternehmerbiographie	0041-0616
AK01279387	Variants : the journal of the European Society for Textual Scholarship	1573-3084
AK01279604	Ästhetische Signaturen : Autoren und Werke im historischen Kontext	2191-5156
AK01279879	Prolog : Heft für Zeichnung und Text	1867-4917
AK01280438	Schrägstrich : Zeitschrift für bündnisgrüne Politik	1434-3835
AK01280968	[Schweizer Monat / Sonderthema] Schweizer Monat : die Autorenzeitschrift für Politik, Wirtschaft und Kultur	0036-7400
AK01281060	Felsgraffiti : deutsche Literaturzeitschrift für Namibia	1815-9028
AK01281062	Segeberger Briefe : Zeitschrift für kreatives Schreiben	2193-4495
AK01281658	Janus-Bücher : Berichte zur Weltgeschichte	0447-3485
AK01282780	Jahresverzeichnis der Hochschulschriften : [Bibliographie]	0323-455X
AK01283054	Mütze	2235-8994
AK01283110	Zeitschrift für Medien- und Kulturforschung : ZMK	1869-1366
AK01283313	Veröffentlichungen des Deutsch-Französischen Instituts Ludwigsburg	0458-4511
AK01283926	Rocznik Kasprowiczowski	0239-7935
AK01284096	Zweifel	2568-0668
AK01284277	Studia z Historii Filozofii	2083-1978
AK01284289	Zeitschrift für Kulturphilosophie	1867-1845
AK01284289	Zeitschrift für Kulturphilosophie	0939-5512
AK01284335	Kodex : Jahrbuch der Internationalen Buchwissenschaftlichen Gesellschaft	2193-4983
AK01284679	Chinesisch-deutsche Jahres- und Tageszeiten : Übersetzung - Vermittlung - Rezeption deutschsprachiger Literatur in China	1869-1633
AK01284710	Alt-Offenbach : Blätter des Offenbacher Geschichtsvereins	0174-8726
AK01285267	Forum Translationswissenschaft	1610-286X
AK01285285	Bibliothèque du bicentenaire de la Révolution Française : 1789 - 1989	0298-4679
AK01286053	Forschungen zu Paul Valéry	0934-5337
AK01286261	Wissenschaftliche Untersuchungen zum Neuen Testament	0512-1604
AK01288171	Beiträge zur Kolonial- und Überseegeschichte	0522-6848
AK01288183	Film cultures	1663-8972
AK01288948	Sprachen, Literaturen, Kulturen : Aachener Beiträge zur Romania	1867-528X
AK01289315	Frankfurter althistorische Studien	0175-3886
AK01289386	Companions to contemporary German culture	2193-9659
AK01289509	Abhandlungen der Nordrhein-Westfälischen Akademie der Wissenschaften	0944-8829
AK01289603	Sitzungsberichte der Altertumsgesellschaft Prussia	0259-787X
AK01289648	Chemin des livres	1774-1033
AK01289710	Irish German studies	1393-8061
AK01290883	Narr : das narrativistische Literaturmagazin	2235-2570
AK01291046	Życie i myśl : światopogląd, religia, kultura	0044-5584
AK01291072	Uomini e libri : periodico bimestrale di critica e di informazione letteraria	0042-0654
AK01291233	[Deutsche Bibliographie / D / 2] Deutsche Bibliographie : [Bibliographie]	0418-8233
AK01291386	Literarisches Leben heute	1868-954X
AK01291487	Sibirskie ogni : literaturno-chudožestvennyj i obščestvenno-političeskij žurnal	0131-6435
AK01291581	Humanitas : rivista bimestrale di cultura	0018-7461
AK01291595	Blatt : Stadtzeitung für München	0177-6282
AK01291603	Albanische Hefte : Zeitschr. d. Gesellschaft der Freunde Albaniens	0930-1437
AK01292177	Collection d'ésthétique	0761-5655
AK01292232	[Monumenta Germaniae Historica / Scriptores / 7] Monumenta Germaniae Historica : ex Monumentis Germaniae Historicis separatim editi	0343-0820
AK01292289	Ausgewählte Quellen zur deutschen Geschichte des Mittelalters : Freiherr-vom-Stein-Gedächtnisausgabe	0067-0650
AK01292432	Pataviensia : Passauer Arbeiten zur Literatur- und Kulturwissenschaft	2190-4898
AK01294537	Beiträge zur Sozial- und Verfassungsgeschichte des Alten Reichs	0173-1912
AK01295462	Judaism : a quarterly journal of Jewish life and thought	0022-5762
AK01295652	Comunità	0010-504X
AK01296213	[Ius ecclesiasticum] Jus ecclesiasticum : Beiträge zum evangelischen Kirchenrecht und zum Staatskirchenrecht	0449-4349
AK01296213	[Ius ecclesiasticum] Jus ecclesiasticum : Beiträge zum evangelischen Kirchenrecht und zum Staatskirchenrecht	0449-4393
AK01296639	Skrifter. - Serien 2, Rättshistoriska studier	0534-2724
AK01296928	[Scala international / Édition française] Scala international	0340-0190
