id	display	zdb
AK01710811	Cosmopolitan	749902-4
AK01710846	Frommann-Holzboog Studientexte	2285412-5
AK01710854	Viaggi per scene in movimento	2976536-5
AK01710866	Studi superiori	2150691-7
AK01710880	Fotografia italiana	971556-3
AK01710914	East Side review : a magazine of contemporary culture	96195-4
AK01710932	La lingua tedesca in letteratura, traduzione e interpretazione	2856239-2
AK01710976	The Enemy : a review of art and literature	281942-9
AK01711069	Innsbrucker Studien zu Literatur und Film der Gegenwart	2648207-1
AK01711234	Hamburger Lesehefte plus	2987242-X
AK01711461	Biblioteka Filozofske staze	2916255-5
AK01711602	Schriften des Internationalen Kollegs für Kulturtechnikforschung und Medienphilosophie	2513189-8
AK01711625	Denkmäler deutscher Jagdkultur	540647-X
AK01711850	Untote Klassiker	2988456-1
AK01711860	Jüdische Liebhaber-Bibliothek	2737378-2
AK01712286	Kriegslieder fürs deutsche Volk mit Noten	251547-7
AK01712290	ALL : collana	2462568-1
AK01712412	Cultura Studium	2717893-6
AK01712426	Aus den Tagen des großen Krieges	2439949-8
AK01712459	Heidelberger Hefte für Geistes- und Sozialwissenschaft : eine Schriftenreihe der HGS, Heidelberger Gesellschaft für Geistes- und Sozialwissenschaften	2439838-X
AK01712495	Deutscher Hort : kulturkundliches Lesebuch für die höheren Schulen in Einzelheften	2643840-9
AK01712579	Pädagogische und didaktische Schriften	2846996-3
AK01713053	Der Spiegel. - Bestseller : das Kulturmagazin	2987056-2
AK01713125	Bunte Bühne : fröhliche Tonkunst : [Liederbuch]	2141675-8
AK01713626	Dramatische Rundschau : [Textsammlung (Anthologie u.a.m.)]	3002023-2
AK01713904	Musikalische Formen in historischen Reihen : Spiel- und Singmusik für den Musikunterricht und für das häusliche Musizieren	2429329-5
AK01714115	Esquire : the magazine for men	41038-X
AK01714207	Neue freie Presse : unabhängige Zeitung für Abhängige	2930409-X
AK01714251	[L' express  / Edition internationale] L' express	1163656-7
AK01714252	Danish golden age studies	2413028-X
AK01714269	Poetry, music and art	2753194-6
AK01714296	Cahiers de philosophie de l'Université de Caen	1490405-6
AK01714598	Schriften des Staatsarchivs Bremen	2897503-0
AK01714626	Studien zur Geschichte der mdw -Universität für Musik und Darstellende Kunst Wien	3002782-2
AK01714710	The face : the world's best dressed magazine	1142041-8
AK01714718	Fernweh : das andere Reisemagazin	1260475-6
AK01714854	Die Singstunde	1269003-X
AK01714988	A Dell book	1134151-8
AK01714990	Hölderlin-Forschungen	2980794-3
AK01715197	Poetik und Episteme	2857249-X
AK01716034	Jahrbuch Hochtaunuskreis	916285-9
AK01716042	Alba : Lateinamerika lesen	2671410-3
AK01716474	Nietzsche lesen	2980143-6
AK01716526	Mitgliederliste : für d. Vereinsjahr ...	553085-4
AK01716567	Monatsheft	1447898-5
AK01716596	Sprache und Literatur	535836-X
AK01716849	Die Höhle : Zeitschrift für Karst- und Höhlenkunde ; Zeitschrift des Verbands Österreichischer Höhlenforscher und des Verbands der Deutschen Höhlen- und Karstforscher e.V.	505258-0
AK01716966	Kulturmagazin : Stadtillustrierte für Wuppertal, Solingen und Remscheid	622638-3
AK01716991	Philosophie im Gespräch	2505322-X
AK01717024	Gyldendals aktuelle magasin	3002918-1
AK01717048	Heidelberger Illustrierte	722928-8
AK01717053	Heilbronner Stattzeitung : Film, Musik, Theater, Umwelt, Politik, Film	1049913-1
AK01717065	High times : the magazine of high society	89978-1
AK01717099	The Great Society	3003886-8
AK01717113	Grist	82276-0
AK01717921	Zbirka Bralec	2825718-2
AK01717942	Siegfried Kracauer: Personalbibliografie : [Website]	3004406-6
AK01717994	Edicija Busola	2211309-5
AK01718070	Writers Forum poets : Wf	2968399-3
AK01718872	Beiträge zur Hermann Löns Forschung	2979587-4
AK01718881	Tutzinger Studien zur Politik	2677017-9
AK01719032	Him, Applaus : Forum für Kultur, Show und Erotik	290487-1
AK01719036	Information	982763-8
AK01719095	Hot Raz times : z'almanach	3005228-2
AK01719157	Ikon : magazine of Leeds University Union	3005301-8
AK01719185	The insect trust gazette : an annual publication	2572694-8
AK01719197	Inkblot	3005316-X
AK01719207	Journal for the protection of all beings : a visionary and revolutionary review	88839-4
AK01719224	Karlsruher Illustrierte	1010300-4
AK01719229	[Ketchup / Stattzeitung Mosbach, Buchen, Walldürn] Ketchup : Film, Musik, Theater, Umwelt, Politik, Film	1052743-6
AK01719234	Klactoveedsedsteen	382942-X
AK01719337	Lines	281160-1
AK01719528	Koma : das Kultur-Magazin für Göttingen und Umgebung	3005352-3
AK01719558	Mannheimer Stadtmagazin	722927-6
AK01719564	Max	1120196-4
AK01719567	Meier : das Magazin für das Rhein-Neckar-Delta ; Musik, Clubs, Kino, Bühne, Essen ; Leben im Delta	382245-X
AK01719569	KapitaleBibliothek	2622518-9
AK01719580	Hustler	3005477-1
AK01719585	Los Angeles	3005479-5
AK01719597	Lui : le magazine de l'homme moderne	2637520-5
AK01719603	Margins : a review of little mags and small press books	1251662-4
AK01719729	New departures	1036773-1
AK01719747	The new review	186632-1
AK01719863	Schriftenreihe	12916-1
AK01719893	Mitteilungen der Charles-Bukowski-Gesellschaft	3005520-9
AK01719897	Nebulum	3005545-3
AK01719903	The new censorship : the monthly journal of the Next Savage State	3005548-9
AK01719914	Ox : fanzine ; Punkrock, Hardcore, Rock'n'Roll	1361769-2
AK01719925	Mister : das anspruchsvolle Männermagazin	3005610-X
AK01719944	Northeast rising sun : a small press review magazine	3005616-0
AK01720022	Meidling : Blätter d. Heimatmuseums	512656-3
AK01720159	Paris-Match	412827-8
AK01720201	Sigi Götz : Entertainment	2418080-4
AK01720209	L' œil lisant : à côté de ce que vous êtes en train de lire	3005678-0
AK01720243	The organ	3005693-7
AK01720252	Oui : sports, girls, music & advice for the man of the world	3005704-8
AK01720285	[Pavillon <Kaiserslautern>] Pavillon : Magazin für Pfalz und Saar	1081031-6
AK01720299	[Pavillon <Kaiserslautern> / Ausgabe Westpfalz] Pavillon : der Bewegungsmelder im Südwesten	1437115-7
AK01720611	Première : le magazine du cinéma	896751-9
AK01720624	[Prinz / München] Prinz	1486212-8
AK01720638	Poudrier de dent	3005824-7
AK01720657	Roche-Zeitung : RZ	349605-3
AK01720685	Radium 226.05 magazine	3005848-X
AK01720694	Rock & folk	3005854-5
AK01720704	Scanlan's monthly	2904122-3
AK01720714	Salted feathers	3005863-6
AK01720839	Sixpack	750428-7
AK01720979	Die Finkensteiner Blätter : ein lebendiges Liederbuch in monatlicher Folge für Jugend und Volk : [Liederbuch]	988829-9
AK01721024	Monde : hebdomadaire international	1009728-4
AK01721028	Stickerei- u. Spitzen-Rundschau : das Blatt der schaffenden Frau ; illustrierte Zeitschrift zur Förderung der deutschen Stickerei- und Spitzen-Kunst ; Zentral-Organ für die Hebung der künstlerischen Frauen-Handarbeit	973237-8
AK01721058	Siren : was Männern gefällt	3005910-0
AK01721096	Der Enzkreis : Historisches und Aktuelles	383651-4
AK01721111	Sounds : die Zeitschrift für Popmusik	525297-0
AK01721124	Blätter zur Stadtgeschichte	147779-1
AK01721280	Sphinx-Magazin : von alten Traditionen über d. Hier u. Jetzt zu neuen Dimensionen	347681-9
AK01721300	South Bay	3006164-7
AK01721316	Spielzeit : Musiktheater, Philharmonische Konzerte, Schauspielhaus	235960-1
AK01721325	Stadtmagazin München	1270131-2
AK01721341	Stadtrevue : Kultur, Politik Stadtleben	402306-7
AK01721544	The Star screwer	3006182-9
AK01721878	Stiftung Arp e.V. papers	2865029-3
AK01721988	Ogni uomo è tutti gli uomini Edizione	2955472-X
AK01722309	Schriftenreihe der Reichsstelle für den Unterrichtsfilm	1069205-8
AK01722807	Apeiron minima	2413233-0
AK01722881	Trivium	2578631-3
AK01723116	Autoren im Gespräch	3004777-8
AK01724079	Edition Maulhelden	3017238-X
AK01724089	Schriftenreihe zur Kultur	2848076-4
AK01724092	Ketos	2951261-X
AK01724108	NahSichten : eine Schriftenreihe des Landesmuseums Hannover	2655075-1
AK01724527	Erinnerungsräume : Geschichte - Literatur - Kunst	3000607-7
AK01724529	Landauer Beiträge zur Kultur- und Sozialgeschichte	2922883-9
AK01724549	Studien zur DDR-Gesellschaft	1415321-X
AK01724630	Paula : ein literarischer Begleiter durch Feldkirch	3045944-8
AK01724730	Celler Chronik	597266-8
AK01725153	Stuttgarter Illustrierte	149402-8
AK01725159	[Süddeutsche Zeitung <München> / Magazin] Süddeutsche Zeitung : Münchner Nachrichten aus Politik, Kultur, Wirtschaft und Sport	1026484-X
AK01725164	Sub ...	3008069-1
AK01725176	Szene Hamburg : das Stadtmagazin	538338-9
AK01725221	Notbuecherei deutscher Antifaschisten	2673356-0
AK01725230	Team : die Zeitschrift der jungen Generation	2464188-1
AK01725239	Tell : Magazin ohne Grenzen	2395855-8
AK01725267	[Time / Europe] Time : the weekly newsmagazine	732361-X
AK01725270	Time out : London's weekly guide	1345225-3
AK01725363	Strom : Kulturpolitische Wochenschrift und Sozialistische Monatsschrift	2661978-7
AK01725513	Helikon zsebkönyvek	2861062-3
AK01725517	Promesse : kritische Studien zu Philosophie, Ästhetik, Geschichte und Religion	2936914-9
AK01725734	Interlingua	2273193-3
AK01725801	Women, gender & sexuality in German literature & culture	2983557-4
AK01725843	Schriftenreihe der Badischen Heimat	2523087-6
AK01725870	Freundesgabe	1394226-8
AK01725874	Jahresgabe für die Freunde der Offizin Andersen Nexö in Leipzig	1394224-4
AK01725878	Den nya ungdomsboken : serien i särklass	2390670-4
AK01726063	Biblioteka Arcus	2869551-3
AK01726153	Beiträge zur Geschichte der Universität Halle-Wittenberg : Veröffentlichungen des Ausschusses zur Pflege der Universitätsgeschichte in Halle (Saale)	563594-9
AK01726180	Neue Szene	2587045-2
AK01726187	Meisterwerke unserer Dichter	2469104-5
AK01726468	Musik und Klangkultur	2762876-0
AK01726480	D¯ast¯an-i imr¯uz	2160197-5
AK01726672	Gabe	545238-7
AK01726799	Zur Psychologie unserer Zeit	845895-9
AK01726956	Schriften der Wippraer Kirche	2123003-1
AK01727137	[Kolik / Spezial] Kolik : Zeitschrift für Literatur	2758037-4
AK01727913	Sciascia scrittore europeo	2615052-9
AK01728379	Spectrum Slovakia series	2704419-1
AK01728826	Twen : für alle, die nicht zu alt sind ; Monat für Monat	290498-6
AK01729002	Lage Landen studies	2640212-9
AK01729013	ZeitZeugnis : vitale Historiographien aus den Wissenschaften	2840442-7
AK01730119	Der Chorgesang : Zeitschrift für die gesamten Interessen der Sangeskunst mit besonderer Berücksichtigung der gemischten Chöre, Männer- u. Frauen-Gesangvereine : [Musikalia]	975174-9
AK01730121	Fidula-Almanach	351515-1
AK01730123	Fidel-Almanach : für das Jahr ... ; mit ... erbaulichen und ergötzlichen Kanons	1361617-1
AK01730125	[Zeitschrift für Schulmusik / Notenbeilage] Zeitschrift für Schulmusik	719590-4
AK01730358	Freilichtaufführungen der Städtischen Bühnen auf dem Römerberg : amtliche Festschrift mit Theaterzettel	985298-0
AK01730360	Das deutsche Lied : ein Jahreskreis	1011640-0
AK01730735	Reclams Goethe-Kalender : [Kalender]	2974210-9
AK01730765	Mitteilungen des Kartells Zionistischer Verbindungen	1412301-0
AK01730842	Dank	2390648-0
AK01730846	Käseblatt	1061185-X
AK01730865	Revolutionärer Zorn : Zeitung der Revolutionären Zelle	1141728-6
AK01730867	Shvantz! : xero-x Kunstmagazin	3023177-2
AK01730869	Solo : eine Zeitschrift	987718-6
AK01730872	[Quatre taxis] 4 taxis	2651720-6
AK01730877	Die Arschbombe : Einseitenzeitschrift	3037656-7
AK01730887	Das Magazin	2390234-6
AK01731011	Bulletin from nothing : underground telegram	3011176-6
AK01731014	U.S. news & world report	716563-8
AK01731017	El víbora : comixs para adultos : [Comic, Bildergeschichte]	2898293-9
AK01731020	El viejo topo	732330-X
AK01731023	[Viertel vor] 1/4 vor : das Magazin aus Köln	1472129-6
AK01731029	Radar	1095863-0
AK01731109	Schiller-Kalender : [Kalender]	2409697-0
AK01731111	The university magazine	3011177-8
AK01731115	[Theatertexte / Sonderband] Theatertexte	3011248-5
AK01731233	Masurische Storchenpost	1231432-8
AK01731252	Der Klimmzug : Mitteilungen des Moerser Turnvereins von 1850 e.V.	2319856-4
AK01731264	Wiener : das österreichische Männermagazin	1172243-5
AK01731274	Wordworks : new writings quarterly	2040776-2
AK01731277	Writer's digest	1326267-1
AK01731302	Neue Dichtung	2687506-8
AK01731397	Der Ring : Bl. für turner. Jugendarbeit	205504-1
AK01731427	Literatuur magazine	1230940-0
AK01731434	Roman-gazeta : narodnyj žurnal	347650-9
AK01731616	Philanthropismus und populäre Aufklärung : Studien und Dokumente	2570450-3
AK01731693	Der fidele Reise-Onkel : allerhand Humoristisches in Wort und Bild : mit launigen Erzählungen	3037684-1
AK01731706	Provenire	2978306-9
AK01731851	Knihy odvahy a dobrodružství	2291335-X
AK01731856	Interkulturowy dialog polsko-niemiecki i niemiecko-polski	3009992-4
AK01731956	Hagen-Lycker Brief : mit Programm zum Jahrestreffen	641282-8
AK01735956	Edition eY. Poseidonia	2691364-1
AK01735992	Relationen - Essays zur Gegenwart	2797600-2
AK01736440	Estudios hispánicos en el contexto global	2837383-2
AK01737027	[Sight and sound / Index series] Sight and sound	918093-X
AK01738206	Politische Memoriale, Gedenkstättenarbeit in Mecklenburg-Vorpommern	2225005-0
AK01738474	Kleine Bibliothek des Abendlandes	2935042-6
AK01738564	Edition Kopfkiosk	3011035-X
AK01738584	VKSÖ Anthologie	2723981-0
AK01738994	Katalog	1306806-4
AK01739404	Pri ha-Pardes	2296170-7
AK01739490	Weimar-Festspiele der deutschen Jugend ...	2328401-8
AK01739553	Takt & Metrik	3019847-1
AK01739739	Studien zu Kinder- und Jugendliteratur und -medien	3007389-3
AK01739832	Klang - Wort - Ereignis : Schriftenreihe der Hochschule für Musik Karlsruhe	2846982-3
AK01739892	Lexikon der Autorinnen und Autoren ...	3021825-1
AK01740243	Peda-Kunstführer	2209434-9
AK01740251	Edition Converso	3000971-6
AK01740273	Seele, Existenz und Leben	2377059-4
AK01740512	Dreck-Magazin : fiktiver Journalismus weltweit im Dienst der Leser	2318050-X
AK01740664	Die besondere Edition	2960831-4
AK01740699	The Year's work in the film	974022-3
AK01740958	BHN Books	2816528-7
AK01741078	Zeit-Magazin	2454888-1
AK01741084	Video Vision	3026803-5
AK01741092	Rolling stone	1209953-3
AK01741097	Rolling stone	339097-4
AK01741184	Wurfpost	3026798-5
AK01741352	Würth-Literatur-Preis	2380162-1
AK01741404	Blacklist	3000949-2
AK01741416	Stereofeder : ein Magazin für vertonte Literatur	3027458-8
AK01741447	Bibel & Literatur	2979611-8
AK01741520	Zeitschrift für Museum und Bildung	2121283-1
AK01741534	Göttingen : Informationszeitschrift für die Universitäts- und Kongressstadt	1177819-2
AK01741574	3-Klang : das NDR-3-Klassikclub-Magazin	1240592-9
AK01741588	Staeckbrief	142897-4
AK01741724	PpHOO69 Intercontinental	3026833-3
AK01741730	Playboy Nederland : alles wat mannen boeit	3026841-2
AK01741764	Novum : Mitteilungen und Vorschau des Turmbundes, Gesellschaft für Literatur und Kunst	2544761-0
AK01741781	Newsletter	3028147-7
AK01741829	Zur Debatte : Themen der Katholischen Akademie in Bayern	556547-9
AK01741918	Phouteur d'etoiles	3028325-5
AK01742122	Bibliothek Kepos	3011586-3
AK01742241	Studien zur Fremdsprachendidaktik und Spracherwerbsforschung	2718336-1
AK01742596	Georgisches Programm	2980085-7
AK01742640	Studien zu Literatur und Religion	2986032-5
AK01742671	Signaturen der Moderne	3006638-4
AK01742679	Schnittstellen : Studien zum östlichen und südöstlichen Europa	2820638-1
AK01742741	Filosofia/scienza	2852380-5
AK01742794	Literatur und Ökonomie	2986125-1
AK01743024	Weimarer Schriften zur Republik	2877852-2
AK01743048	RABE : Reihe alternativer Beiträge zur Erzählforschung	2892318-2
AK01743119	Jahrbuch österreichischer Lyrik ...	2977147-X
AK01743168	Biografie	2861949-3
AK01743213	Theaterreihe	2972543-4
AK01743323	"Reihe ""Aufbruch nach innen"""	2450063-X
AK01743495	Schriftenreihe der Jungen Akademie der Wissenschaften und der Literatur, Mainz	2951234-7
AK01743533	Reihe Pyjamaguerilleros	2415798-3
AK01743641	Rivista di storia e letteratura religiosa. - Biblioteca. - Testi e documenti	1109254-3
AK01743778	Frammenti	2925022-5
AK01743912	Andersheit - Fremdheit - Ungleichheit	3008083-6
AK01743976	Primer acto : cuadernos de investigación teatral	730035-9
AK01744021	Reihe Medienwissenschaft	2386312-2
AK01744056	Wiener Forum für Theologie und Religionswissenschaft	2592524-6
AK01744176	Halbjahresschrift für Geschichte und Zeitgeschehen in Zentral- und Südosteuropa	3024811-5
AK01744340	Mosaik : Zeitschrift fuer Literatur und Kultur	1439128-4
AK01744365	Jahrbuch des Dubnow-Instituts	2982809-0
AK01744375	Altertumswissenschaftliches Kolloquium : interdisziplinäre Studien zur Antike und zu ihrem Nachleben	2027319-8
AK01744404	Lire magazine littéraire	3029047-8
AK01744491	The reference shelf	720623-9
AK01744532	Recherches en sciences humaines	1101778-8
AK01744612	Katholikon : Werke und Urkunden	25973-1
AK01744655	Les vies imaginaires	3031859-2
AK01744669	Quellen : Lebensbücherei christlicher Zeugnisse aller Jahrhunderte	538562-3
AK01744687	Social studies series : publication	1173588-0
AK01744689	The advocate : the national gay & lesbian newsmagazine	92753-3
AK01744756	Mischen	2964079-9
AK01744759	Literarische Blätter : Plattform für Gegenwartsliteratur	3020054-4
AK01744795	Carlo Sponti : Heidelbergs illustre Illustrierte	380211-5
AK01744909	Presswurst : Texte für eine schöne Zeit	3034118-8
AK01744964	Annie aime les sucettes : magazine bimensuel	3033903-0
AK01744979	Frankfurter Gemeine : Stadtzeitung der Schwarzen Zelle, Direkte Aktion	193481-8
AK01745005	City of San Francisco	3034178-4
AK01745008	Fanatic	3034186-3
AK01745012	Rolling stone college papers	3034181-4
AK01745015	Exquisite corpse : a monthly of books & ideas	3034184-X
AK01745097	Interview	290405-6
AK01745103	Interview	973944-0
AK01745115	Lightworks : illuminating new & experimental art	2643113-0
AK01745118	Nola express	91709-6
AK01745374	Invisible city : collection of poetry, reviews, and statements	3034501-7
AK01745384	Stimmen der jungen Generation : Zeitschrift der Deutschen Jungdemokraten	402169-1
AK01745438	ProduKtPicTura	2977112-2
AK01745440	ProduKtMoMenTum	3033684-3
AK01745505	Märchen- und Sagenschatz für die Jugend	2519725-3
AK01745612	A Washington Square Press edition	1170486-X
AK01745829	Konstellationen : Herzogin Anna Amalia Bibliothek	3015497-2
AK01745873	Veröffentlichung der Landsmannschaft der Banater Schwaben aus Rumänien in Deutschland	2295183-0
AK01745954	Literatur & Philosophie	3031691-1
AK01745998	Texte zur Kunst und Ästhetik	3055541-3
AK01746002	Wolfenbütteler Lessing-Studien	3025611-2
AK01746013	Der Raben-Reim-Kalender : für jede Woche ein Gedicht im Jahr ... : [Kalender]	3036081-X
AK01746014	Graphische Narration im Journal : Bild - Text - Rahmen	2954606-0
AK01746018	Philosophische Handbibliothek	538719-X
AK01746024	Deutscher Musenalmanach : für ...	513125-X
AK01746029	Evangelisches Kirchen- und Schulblatt für Württemberg	502146-7
AK01746043	Grosset's Universal library : UL	1432009-5
AK01746056	Scharfseitig	3029715-1
AK01746061	Donauhafen : Jahrbuch für Lied u. Novelle	130389-2
AK01746294	Dance index	130497-5
AK01746505	Karl May Museum Magazin	3036642-2
AK01746518	Literaturtheorie	3042620-0
AK01746536	Cultural animal studies	3005332-8
AK01746608	Edice ilustrovaných novel	1384322-9
AK01746882	Spotlight : Fachzeitschrift für Musik	404708-4
AK01746885	Volks-Revue : die Freak-Illustrierte ; die Illustrierte für Ausgeflippte und alle anderen Verrückten	8881-X
AK01746915	Europa in Kontakt	3034629-0
AK01746981	Passaggi di dogana	2675541-5
AK01746994	I fari	2894240-1
AK01746997	Sisifo : collana di testi controcorrente	2654083-6
AK01747067	Saggi	2979545-X
AK01747077	Quaderni della Sezione di Italiano dell'Università di Losanna	2712933-0
AK01747270	[Hegel-Jahrbuch / Sonderband] Hegel-Jahrbuch : Hegel-Forschungen	2799732-7
AK01747322	Altona-Magazin : Reportagen aus Hamburgs Westen	2539954-8
AK01747345	Absinthe : new European writing	3037794-8
AK01747352	Euterpe : quarterly of New Literature from Europe	3037804-7
AK01747391	[Kladderadatsch <Berlin> / Beiblatt] Kladderadatsch : humoristisch-satirisches Wochenblatt	720072-9
AK01747404	Goon : das Magazin für Gegenwartskultur	2846440-0
AK01747485	Xenia Toruniensia : acroases in Seminario Philologiae Classicae Universitatis Copernianae Toruniensis hospitaliter habitae	2011768-1
AK01747490	Kleine Reihe	2390958-4
AK01747500	Kleine Reihe	2654425-8
AK01747503	[Die graphischen Bücher / Supplement] Die graphischen Bücher	2537167-8
AK01747728	Geisteswissenschaften im digitalen Zeitalter	3034392-6
AK01747819	Gate : a poetry magazine	2027041-0
AK01747823	[Monopol <Berlin>] Monopol : Magazin für Kunst und Leben	2149147-1
AK01747987	Metabole	2593478-8
AK01748532	Schriften der Gerhart-Hauptmann-Gesellschaft und Gerhart-Hauptmann-Häuser	3033431-7
AK01748618	Marburger Beiträge zur romanischen Philologie	526939-8
AK01748801	Hebrew literature in dialogue	2878373-6
AK01748823	Literatur - Medien - Ästhetik	3038958-6
AK01749010	Die Delikatesse	2617300-1
AK01749115	Biblioteca Anagrama	2559175-7
AK01749297	Geschichte der Philologien	3041212-2
AK01749338	Der kleine literarische Hundekalender : [Kalender]	3042277-2
AK01749625	Edition der Verwaltung der Staatlichen Schlösser und Gärten Hessen. - Broschüre	1399200-4
AK01749663	Gegenwartsliteratur	3040006-5
AK01749999	I rubini : collana di studi e testi teatrali	2804339-X
AK01750083	VDRSVP	1029156-8
AK01750096	[Basler National-Zeitung / NZ am Wochenende] Basler National-Zeitung	136435-2
AK01750152	Street life	3043321-6
AK01750156	Chicago sun-times	3043318-6
AK01750240	[Everest / Modern klasikler] Everest	2798701-2
AK01750496	Kultur leben	3041180-4
AK01750502	Franziskanische Akzente	2786562-9
AK01750618	Kometen der Moderne	2952262-6
AK01750635	Studia	2626209-5
AK01750638	Źródła i monografie	2834850-3
AK01750651	Denkschriften	528272-X
AK01750670	[Musik deutscher Komponisten aus Südosteuropa / 4] Musik deutscher Komponisten aus Südosteuropa	2706254-5
AK01751004	Deckchair by Corso	3031638-8
AK01751049	Die Pop-Verlag-Universitatisreihe	2970331-1
AK01751345	Testudo-reeks	2946454-7
AK01751402	Abhandlungen für die Kunde des Morgenlandes : AKM	280003-2
AK01751420	Kostbarkeiten und Raritäten einer alten Büchersammlung	2773363-4
AK01751434	Der Postkartenkalender : mit 30 Gedicht-Postkarten : [Kalender]	3042280-2
AK01751437	Kreuzwacht : Kreuzpfadfinderzeitschrift seit 1958 ; unabhängiges Forum für christliches Lebenspfadfindertum	531031-3
AK01751519	Stockstädter Literaturwettbewerb : die Siegerbeiträge	2889108-9
AK01751530	Maske und Kothurn : internationale Beiträge zur Theater-, Film- und Medienwissenschaft	2750872-9
AK01751578	Beyträge zur Historie und Aufnahme des Theaters	550940-3
AK01751665	Gegenwart - Literatur : Geschichte, Theorie und Praxeologie eines Verhältnisses	3034003-2
AK01751709	Die Woche : neue illustrierte Zeitung	1040574-4
AK01751775	Der Krokodilwächter	3045971-0
AK01751778	Wiegler-Archiv : [Festschrift]	3045965-5
AK01751978	Bibliothek der polnischen Holocaustliteratur	3066168-7
AK01752082	Bunte Reihe : die schönsten Erzählungen deutscher Sprache	2662213-0
AK01752120	Vermonter	3046395-6
AK01752123	Minus	3046396-8
AK01752129	The village cry	3046404-3
AK01752133	The Last times	3046399-3
AK01752137	Fürstenwalder Heimatgeschichten	3002426-2
AK01752305	MAGnEUROPA	3041062-9
AK01752380	Veröffentlichungen des Niedersächsichen Landesarchivs	2873616-3
AK01752413	Soziologie und Sozialphilosophie	527847-8
AK01752742	Bilder, halb Mondschrift	2895189-X
AK01752746	Rue Descartes	1168331-4
AK01752749	[Abhandlungen der Geistes- und Sozialwissenschaftlichen Klasse / Einzelveröffentlichung] Abhandlungen der Geistes- und Sozialwissenschaftlichen Klasse	553261-9
AK01752830	Kurze Form	3042261-9
AK01752969	Honich : Magazin für literarische Texte : [Textsammlung (Anthologie u.a.m.)]	2942872-5
AK01752971	Apostrophe : Zeitschrift für Literatur	3048925-8
AK01752972	Word. : Literatur, Kunst, Gesellschaft	3058651-3
AK01753190	Schriftenreihe Lingua : Fremdsprachenunterricht in Forschung und Praxis	2169610-X
AK01753256	ReJoyce Winterbroschur	3060891-0
AK01753278	Signaturen : Schriftsteller aus Schleswig-Holstein im Porträt	3046549-7
AK01753283	Caracol Lyrik : [Textsammlung (Anthologie u.a.m.)]	3046250-2
AK01753388	Kunst.Bibliothek	2818373-3
AK01753437	Das Gramm : 22 Gramm Andersartigkeit	3051856-8
AK01753567	Publications of the English Goethe Society : PEGS	2228479-5
AK01753605	Ror Wolf Kalender : [Kalender]	3106278-7
AK01753647	Caracol Prosa	3048177-6
AK01753706	Enitharmon Press Gissing series	193567-7
AK01753741	Wer spielte was? : Werkstatistik Deutschland, Österreich, Schweiz	3037304-9
AK01753780	Gym : Heft für Literatur als Kraftsport : Magazin für Texte unserer Zeit	3049612-3
AK01754114	Kontakt : die Zeitschrift für ganzheitliches Denken	539082-5
AK01754304	Das Neue Alphabet : DNA	3057248-4
AK01754320	Ornament. - Essay	3038077-7
AK01754411	Cimeliensaal	2861059-3
AK01754425	Pantheon berühmter und merkwürdiger Frauen	1135999-7
AK01754613	Trust : Punk, Hardcore, Underground	1143572-0
AK01754728	Mitglieder- und Sammlerverzeichnis der Pirckheimer-Gesellschaft e.V.	1471694-X
AK01754898	Serapion : Zweijahresschrift für europäische Romantik	3043434-8
AK01754952	Poesievolle Nachbarschaft	2628029-2
AK01755524	Estetica contemporanea	2732499-0
AK01755712	Die Umschau : Forschung, Entwicklung, Technologie ; offiz. Organ d. AFI (Arbeitsgemeinschaft Fachinformation e.V.)	123543-6
AK01755851	Jüdische Spuren	2684129-0
AK01755917	Auktionspreise online : alle Auktionsergebnisse auf einen Blick für Antiquare, Bibliotheken und Sammler	2438545-1
AK01756067	[Literaturstraße / Sonderband] Literaturstraße : chinesisch-deutsche Zeitschrift für Sprach- und Literaturwisschenschaft	3008113-0
AK01756140	Labirinti : collezione di poesia	2519835-X
AK01756178	Bild-TB	2295359-0
AK01756496	Tut-tut Magazin	3057659-3
AK01756667	[Metis eleştiri / Bilge Karasu edebiyat incelemeleri dizisi] Metis eleştiri	2563044-1
AK01756743	Claves del derecho penal	2150061-7
AK01756822	Der Splitter	3054285-6
AK01756831	Die ultimative Bibliographie expressionistischer Reihen	3078523-6
AK01756947	Handbuch der Bibliotheken ... : Deutschland, Österreich, Schweiz	2766588-4
AK01757004	Der Schnipsel : Prosa, Lyrik, Essays	2724144-0
AK01757223	Erziehung & Unterricht : österreichische pädagogische Zeitschrift	216442-5
AK01757248	Jahrbuch	231664-X
AK01757409	Lyrikkalender : [Kalender]	3055003-8
AK01757579	Kataloge des Deutschen Medizinhistorischen Museums Ingolstadt	1441924-5
AK01757634	Edition Wasserburg	2807750-7
AK01757656	Last exit: Poetry : Poesie, Kunst, Fotografie	3056695-2
AK01757858	Translationen	3022901-7
AK01757868	Schriften des Deutsch-Polnischen Länderkreises der Auslandsgesellschaft Nordrhein-Westfalen e.V.	2288854-8
AK01757953	Freundesgabe ... der Hiddenseer Goethe-Gesellschaft n.e.V.	2868416-3
AK01758058	Gaben zur Jahresversammlung der Gesellschaft der Bibliophilen	573102-1
AK01758179	Die Aufbau-Bücherei	2519852-X
AK01758194	Die ganze Welt	2713273-0
AK01758274	Bücher für Klein und Groß	3007126-4
AK01758349	Skrifter	1174934-9
AK01758449	Hauptwerke der Philosophie in orginalgetreuen Neudrucken	25984-6
